,Unnamed: 0,study_id,elev_m,ave_nbp_deg_c,overall_ave_mw,storage_ave_vap_mw,storage_key_component,storage_shi,storage_lfl,storage_temp_deg_c,storage_vapor_mol_composition,storage_shi_times_vapor_mol_composition,storage_total_vapor_moles,storage_shi_times_total_vapor_moles,storage_component_vapor_moles,storage_shi_times_component_vapor_moles,storage_total_moles,storage_shi_times_total_moles,storage_component_total_moles,storage_shi_times_component_total_moles,discharge_ave_vap_mw,discharge_key_component,discharge_shi,discharge_lfl,discharge_temp_deg_c,discharge_vapor_mol_composition,discharge_shi_times_vapor_mol_composition,discharge_total_vapor_moles,discharge_shi_times_total_vapor_moles,discharge_component_vapor_moles,discharge_shi_times_component_vapor_moles,discharge_total_moles,discharge_shi_times_total_moles,discharge_component_total_moles,discharge_shi_times_component_total_moles,release_duration_sec,weather,hazard_type,conc_low_ppm,area_conc_low_m2,conc_high_ppm,area_conc_high_m2,log_elev_m,log_ave_nbp_deg_k,log_overall_ave_mw,log_storage_ave_vap_mw,log_storage_shi,log_storage_lfl,log_storage_temp_deg_k,log_storage_vapor_mol_composition,log_storage_shi_times_total_vapor_moles,log_storage_component_vapor_moles,log_storage_shi_times_component_vapor_moles,log_storage_total_moles,log_storage_shi_times_total_moles,log_storage_component_total_moles,log_storage_shi_times_component_total_moles,log_discharge_ave_vap_mw,log_discharge_shi,log_discharge_lfl,log_discharge_temp_deg_k,log_discharge_vapor_mol_composition,log_discharge_shi_times_vapor_mol_composition,log_discharge_total_vapor_moles,log_discharge_shi_times_total_vapor_moles,log_discharge_component_vapor_moles,log_discharge_shi_times_component_vapor_moles,log_discharge_total_moles,log_discharge_shi_times_total_moles,log_discharge_component_total_moles,log_discharge_shi_times_component_total_moles,log_release_duration_sec,log_conc_low_ppm,log_area_conc_low_m2,log_conc_high_ppm,log_area_conc_high_m2,log_storage_key_component,log_discharge_key_component,log_weather,log_hazard_type,catastrophic_release,discharge_diameter,release_orientation,pressure,log_discharge_diam,log_press_psia
10,10,4085,6,-252.5714779,3.528740859,3.528740859,630-08-0,9.83E-05,41624.29917,40,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3.528740859,630-08-0,9.83E-05,41624.29917,-113.6529323,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3600,night,inhalation,10176.54343,379.440607,101765.4343,10.42138432,0.77815125,1.313414182,0.547619766,0.547619766,-4.007446482,4.619346934,2.495752416,-1.308630289,0.444779943,3.143749948,-0.863850344,4.452380234,0.444779943,3.143749948,-0.863850344,0.547619766,-4.007446482,4.619346934,2.202752703,-1.308630289,-5.316052869,4.452380234,0.444779943,3.143749948,-0.863850344,4.452380234,0.444779943,3.143749948,-0.863850344,3.556302501,4.00760029,2.579143806,5.00760029,1.017925412,,,,,FALSE,1,0,834,0,2.928752104
11,11,4085,6,-252.5714779,3.528740859,3.528740859,630-08-0,9.83E-05,41624.29917,40,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3.528740859,630-08-0,9.83E-05,41624.29917,-113.6529323,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3600,night,flash_fire,20812.14959,192.1218225,41624.29917,61.34774609,0.77815125,1.313414182,0.547619766,0.547619766,-4.007446482,4.619346934,2.495752416,-1.308630289,0.444779943,3.143749948,-0.863850344,4.452380234,0.444779943,3.143749948,-0.863850344,0.547619766,-4.007446482,4.619346934,2.202752703,-1.308630289,-5.316052869,4.452380234,0.444779943,3.143749948,-0.863850344,4.452380234,0.444779943,3.143749948,-0.863850344,3.556302501,4.318316939,2.283576698,4.619346934,1.787798611,,,,,FALSE,1,0,834,0,2.928752104
12,12,4076,5,-249.3991611,16.75659452,16.75659452,630-08-0,0.001064857,64576.91291,23.5,0.532428271,0.00056696,5967.799716,6.354850572,3177.425286,3.383502104,5967.799716,6.354850572,3177.425286,3.383502104,16.75659452,630-08-0,0.001064857,64576.91291,-121.5844393,0.532428271,0.00056696,5967.799716,6.354850572,3177.425286,3.383502104,5967.799716,6.354850572,3177.425286,3.383502104,3600,night,inhalation,939.0936339,9333.024032,9390.936339,46.67071552,0.698970004,1.375678954,1.224185761,1.224185761,-2.97270871,4.81007728,2.472244353,-0.273738892,0.803105343,3.502075347,0.529366451,3.775814239,0.803105343,3.502075347,0.529366451,1.224185761,-2.97270871,4.81007728,2.18060053,-0.273738892,-3.24644758,3.775814239,0.803105343,3.502075347,0.529366451,3.775814239,0.803105343,3.502075347,0.529366451,3.556302501,2.972708896,3.970022384,3.972708896,1.669044459,,,,,FALSE,0.5,0,682,-0.301029996,2.843043255
13,13,4076,5,-249.3991611,16.75659452,16.75659452,630-08-0,0.001064857,64576.91291,23.5,0.532428271,0.00056696,5967.799716,6.354850572,3177.425286,3.383502104,5967.799716,6.354850572,3177.425286,3.383502104,16.75659452,630-08-0,0.001064857,64576.91291,-121.5844393,0.532428271,0.00056696,5967.799716,6.354850572,3177.425286,3.383502104,5967.799716,6.354850572,3177.425286,3.383502104,3600,night,flash_fire,32288.45645,5.825989791,64576.91291,1.414301778,0.698970004,1.375678954,1.224185761,1.224185761,-2.97270871,4.81007728,2.472244353,-0.273738892,0.803105343,3.502075347,0.529366451,3.775814239,0.803105343,3.502075347,0.529366451,1.224185761,-2.97270871,4.81007728,2.18060053,-0.273738892,-3.24644758,3.775814239,0.803105343,3.502075347,0.529366451,3.775814239,0.803105343,3.502075347,0.529366451,3.556302501,4.509047284,0.765369719,4.81007728,0.150542087,,,,,FALSE,0.5,0,682,-0.301029996,2.843043255
14,14,4073,6,-249.3991611,16.75659452,16.75659452,630-08-0,0.001064857,64576.91291,23.5,0.532428271,0.00056696,5967.799716,6.354850572,3177.425286,3.383502104,5967.799716,6.354850572,3177.425286,3.383502104,16.75659452,630-08-0,0.001064857,64576.91291,-121.5844393,0.532428271,0.00056696,5967.799716,6.354850572,3177.425286,3.383502104,5967.799716,6.354850572,3177.425286,3.383502104,3600,night,inhalation,939.0936339,7614.506221,9390.936339,56.3584575,0.77815125,1.375678954,1.224185761,1.224185761,-2.97270871,4.81007728,2.472244353,-0.273738892,0.803105343,3.502075347,0.529366451,3.775814239,0.803105343,3.502075347,0.529366451,1.224185761,-2.97270871,4.81007728,2.18060053,-0.273738892,-3.24644758,3.775814239,0.803105343,3.502075347,0.529366451,3.775814239,0.803105343,3.502075347,0.529366451,3.556302501,2.972708896,3.881641746,3.972708896,1.750959098,,,,,FALSE,0.5,0,682,-0.301029996,2.843043255
15,15,4073,6,-249.3991611,16.75659452,16.75659452,630-08-0,0.001064857,64576.91291,23.5,0.532428271,0.00056696,5967.799716,6.354850572,3177.425286,3.383502104,5967.799716,6.354850572,3177.425286,3.383502104,16.75659452,630-08-0,0.001064857,64576.91291,-121.5844393,0.532428271,0.00056696,5967.799716,6.354850572,3177.425286,3.383502104,5967.799716,6.354850572,3177.425286,3.383502104,3600,night,flash_fire,32288.45645,5.835686218,64576.91291,1.416010288,0.77815125,1.375678954,1.224185761,1.224185761,-2.97270871,4.81007728,2.472244353,-0.273738892,0.803105343,3.502075347,0.529366451,3.775814239,0.803105343,3.502075347,0.529366451,1.224185761,-2.97270871,4.81007728,2.18060053,-0.273738892,-3.24644758,3.775814239,0.803105343,3.502075347,0.529366451,3.775814239,0.803105343,3.502075347,0.529366451,3.556302501,4.509047284,0.766091932,4.81007728,0.151066409,,,,,FALSE,0.5,0,682,-0.301029996,2.843043255
16,16,4071,1.5,40.84442559,53.16417214,50.9708379,75-04-7,0.001154979,24600.8575,126.7,0.692987642,0.000800386,0,0,0,0,1253.983601,1.448325232,406.6532501,0.469676128,50.55476325,75-04-7,0.001307805,24384.93637,40.84442572,0.784683253,0.001026213,0,0,0,0,1253.983601,1.639966552,406.6532501,0.531823325,3600,night,inhalation,764.6397416,37430.94898,7646.397416,69.31947444,0.176091259,2.496921938,1.725619056,1.707321773,-2.937425912,4.390950245,2.6018971,-0.15927451,0,0,0,3.098291857,0.160866097,2.609224248,-0.328201513,1.703762081,-2.883457007,4.387121627,2.496921938,-0.105305616,-2.988762488,0,0,0,0,3.098291857,0.21483499,2.609224248,-0.274232619,3.556302501,2.883456866,4.573230838,3.883456866,1.840855261,,,,,FALSE,0.5,0,202,-0.301029996,2.335850694
17,17,4071,1.5,40.84442559,53.16417214,50.9708379,75-04-7,0.001154979,24600.8575,126.7,0.692987642,0.000800386,0,0,0,0,1253.983601,1.448325232,406.6532501,0.469676128,50.55476325,75-04-7,0.001307805,24384.93637,40.84442572,0.784683253,0.001026213,0,0,0,0,1253.983601,1.639966552,406.6532501,0.531823325,3600,night,flash_fire,12192.46819,26.60023117,24384.93637,7.234203139,0.176091259,2.496921938,1.725619056,1.707321773,-2.937425912,4.390950245,2.6018971,-0.15927451,0,0,0,3.098291857,0.160866097,2.609224248,-0.328201513,1.703762081,-2.883457007,4.387121627,2.496921938,-0.105305616,-2.988762488,0,0,0,0,3.098291857,0.21483499,2.609224248,-0.274232619,3.556302501,4.086091631,1.424885411,4.387121627,0.8593907,,,,,FALSE,0.5,0,202,-0.301029996,2.335850694
18,18,4069,1.5,72.6345966,57.05025566,64.26236888,109-89-7,0.003289196,20490.26571,126.7,0.657839131,0.002163762,0,0,0,0,1168.566192,3.843642839,503.6725817,1.656677667,68.32100895,109-89-7,0.00370896,18817.74648,72.63459743,0.741792096,0.002751278,0,0,0,0,1168.566192,4.334165823,503.6725817,1.8681017,3600,night,inhalation,269.6173242,149748.58,2696.173242,2059.753694,0.176091259,2.538805643,1.756257595,1.807956731,-2.482910247,4.31154759,2.6018971,-0.181880296,0,0,0,3.067653318,0.584743025,2.70214831,0.219238018,1.834554271,-2.43074785,4.274567613,2.538805644,-0.129717799,-2.560465525,0,0,0,0,3.067653318,0.636905523,2.70214831,0.271400516,3.556302501,2.430747794,5.175362713,3.430747794,3.31381529,,,,,FALSE,0.5,0,202,-0.301029996,2.335850694
19,19,4069,1.5,72.6345966,57.05025566,64.26236888,109-89-7,0.003289196,20490.26571,126.7,0.657839131,0.002163762,0,0,0,0,1168.566192,3.843642839,503.6725817,1.656677667,68.32100895,109-89-7,0.00370896,18817.74648,72.63459743,0.741792096,0.002751278,0,0,0,0,1168.566192,4.334165823,503.6725817,1.8681017,3600,night,flash_fire,9408.873241,50.02615356,18817.74648,12.14362025,0.176091259,2.538805643,1.756257595,1.807956731,-2.482910247,4.31154759,2.6018971,-0.181880296,0,0,0,3.067653318,0.584743025,2.70214831,0.219238018,1.834554271,-2.43074785,4.274567613,2.538805644,-0.129717799,-2.560465525,0,0,0,0,3.067653318,0.636905523,2.70214831,0.271400516,3.556302501,3.973537618,1.699197112,4.274567613,1.084348178,,,,,FALSE,0.5,0,202,-0.301029996,2.335850694
20,20,4068,0,85.53835759,38.98917904,54.87983992,123-72-8,0.000280352,30542.83911,35,0.237610769,6.66E-05,0,0,0,0,354.518684,0.099389863,53.23120041,0.01492345,54.87997394,123-72-8,0.000280352,30542.72232,34.99877334,0.237611365,6.66E-05,0,0,0,0,354.518684,0.099390113,53.23120041,0.014923487,10,night,inhalation,3566.941156,4228.655167,,,0,2.55471728,1.590944091,1.739412836,-3.552296341,4.484909404,2.488762172,-0.62413388,0,0,0,2.549639129,-1.002657908,1.72616626,-1.826130765,1.739413896,-3.552296341,4.484907744,2.488760443,-0.624132791,-4.176525771,0,0,0,0,2.549639129,-1.002656816,1.72616626,-1.826129688,1,3.552295945,3.626202271,,,,,,,TRUE,0.5,0,1,-0.301029996,1.195786223
21,21,4068,0,85.53835759,38.98917904,54.87983992,123-72-8,0.000280352,30542.83911,35,0.237610769,6.66E-05,0,0,0,0,354.518684,0.099389863,53.23120041,0.01492345,54.87997394,123-72-8,0.000280352,30542.72232,34.99877334,0.237611365,6.66E-05,0,0,0,0,354.518684,0.099390113,53.23120041,0.014923487,10,night,flash_fire,15271.36116,45.88017146,30542.72232,2.997210047,0,2.55471728,1.590944091,1.739412836,-3.552296341,4.484909404,2.488762172,-0.62413388,0,0,0,2.549639129,-1.002657908,1.72616626,-1.826130765,1.739413896,-3.552296341,4.484907744,2.488760443,-0.624132791,-4.176525771,0,0,0,0,2.549639129,-1.002656816,1.72616626,-1.826129688,1,4.183877748,1.661625032,4.484907744,0.47671718,,,,,TRUE,0.5,0,1,-0.301029996,1.195786223
22,22,4066,0,10.34262908,44.05256,44.05256,75-21-8,0.002,30000,25,1,0.002,6.719246282,0.013438493,6.719246282,0.013438493,6.719246282,0.013438493,6.719246282,0.013438493,44.05256,75-21-8,0.002,30000,21.52572699,1,0.002,6.719246282,0.013438493,6.719246282,0.013438493,6.719246282,0.013438493,6.719246282,0.013438493,3600,night,inhalation,500,1820.568312,5000,110.7527566,0,2.452541772,1.643971151,1.643971151,-2.698970004,4.477121255,2.474434814,0,-1.871649431,0.82732056,-1.871649431,0.82732056,-1.871649431,0.82732056,-1.871649431,1.643971151,-2.698970004,4.477121255,2.469344364,0,-2.698970004,0.82732056,-1.871649431,0.82732056,-1.871649431,0.82732056,-1.871649431,0.82732056,-1.871649431,3.556302501,2.698970004,3.260206979,3.698970004,2.044354544,,,,,FALSE,5,0,1,0.698970004,1.195786223
23,23,4066,0,10.34262908,44.05256,44.05256,75-21-8,0.002,30000,25,1,0.002,6.719246282,0.013438493,6.719246282,0.013438493,6.719246282,0.013438493,6.719246282,0.013438493,44.05256,75-21-8,0.002,30000,21.52572699,1,0.002,6.719246282,0.013438493,6.719246282,0.013438493,6.719246282,0.013438493,6.719246282,0.013438493,3600,night,flash_fire,15000,18.6397497,30000,4.128399083,0,2.452541772,1.643971151,1.643971151,-2.698970004,4.477121255,2.474434814,0,-1.871649431,0.82732056,-1.871649431,0.82732056,-1.871649431,0.82732056,-1.871649431,1.643971151,-2.698970004,4.477121255,2.469344364,0,-2.698970004,0.82732056,-1.871649431,0.82732056,-1.871649431,0.82732056,-1.871649431,0.82732056,-1.871649431,3.556302501,4.176091259,1.270440076,4.477121255,0.615781673,,,,,FALSE,5,0,1,0.698970004,1.195786223
24,24,4065,0,74.25258718,42.22136332,34.48324524,64-19-7,0.000348643,67147.1831,116,0.087160766,3.04E-05,0,0,0,0,191.7432096,0.06684994,69.6837159,0.024294744,34.62723939,64-19-7,0.000369206,66891.5182,75.68048751,0.092301552,3.41E-05,25.58939007,0.009447762,2.361940429,0.000872043,191.7432096,0.070792784,69.6837159,0.025727661,10,night,inhalation,2708.513491,44384.26182,27085.13491,1994.466886,0,2.540833048,1.625532252,1.537608131,-3.45761905,4.827027798,2.590117035,-1.059678962,0,0,0,2.282719993,-1.174898978,1.843131301,-1.614487673,1.539417869,-3.43273125,4.825371053,2.542614435,-1.034790996,-4.467245621,1.408059934,-2.024671056,0.37326894,-3.0594621,2.282719993,-1.150011008,1.843131301,-1.589599695,1,3.432731003,4.647229001,4.432731003,3.29982683,,,,,TRUE,0.5,0,46,-0.301029996,1.783159356
25,25,4065,0,74.25258718,42.22136332,34.48324524,64-19-7,0.000348643,67147.1831,116,0.087160766,3.04E-05,0,0,0,0,191.7432096,0.06684994,69.6837159,0.024294744,34.62723939,64-19-7,0.000369206,66891.5182,75.68048751,0.092301552,3.41E-05,25.58939007,0.009447762,2.361940429,0.000872043,191.7432096,0.070792784,69.6837159,0.025727661,10,night,flash_fire,33445.7591,1497.532274,66891.5182,861.0447405,0,2.540833048,1.625532252,1.537608131,-3.45761905,4.827027798,2.590117035,-1.059678962,0,0,0,2.282719993,-1.174898978,1.843131301,-1.614487673,1.539417869,-3.43273125,4.825371053,2.542614435,-1.034790996,-4.467245621,1.408059934,-2.024671056,0.37326894,-3.0594621,2.282719993,-1.150011008,1.843131301,-1.589599695,1,4.524341057,3.175376191,4.825371053,2.935025718,,,,,TRUE,0.5,0,46,-0.301029996,1.783159356
26,26,4064,0,69.38747352,134.9698,134.9698,7791-25-5,0.066666667,,25,1,0.066666667,0,0,0,0,0.001481813,9.88E-05,0.001481813,9.88E-05,134.9698,7791-25-5,0.066666667,,24.99790591,1,0.066666667,0,0,0,0,0.001481813,9.88E-05,0.001481813,9.88E-05,10,night,inhalation,15,3.607803758,150,0.700102759,0,2.53470809,2.130236604,2.130236604,-1.176091257,,2.474434814,0,0,0,0,-2.829206599,-4.005243055,-2.829206599,-4.005243055,2.130236604,-1.176091257,,2.474431763,0,-1.176091257,0,0,0,0,-2.829206599,-4.005243055,-2.829206599,-4.005243055,1,1.176091259,0.557242907,2.176091259,-0.154838211,,,,,TRUE,,0,1,0,1.195786223
27,27,4063,4,-252.5844526,3.435864244,3.435864244,630-08-0,9.11E-05,41519.2362,40,0.045525225,4.15E-06,29104.75878,2.650001397,1325.000698,0.12064191,29104.75878,2.650001397,1325.000698,0.12064191,3.435864244,630-08-0,9.11E-05,41519.2362,-113.6546894,0.045525225,4.15E-06,29104.75878,2.650001397,1325.000698,0.12064191,29104.75878,2.650001397,1325.000698,0.12064191,3600,night,inhalation,10982.92205,499.2924284,109829.2205,9.007411664,0.602059991,1.313140274,0.536035996,0.536035996,-4.040481623,4.618249356,2.495752416,-1.341747899,0.423246103,3.122216107,-0.918501796,4.463964004,0.423246103,3.122216107,-0.918501796,0.536035996,-4.040481623,4.618249356,2.202747919,-1.341747899,-5.381951903,4.463964004,0.423246103,3.122216107,-0.918501796,4.463964004,0.423246103,3.122216107,-0.918501796,3.556302501,4.040717901,2.69835498,5.040717901,0.954600012,,,,,FALSE,1,0,834,0,2.928752104
28,28,4063,4,-252.5844526,3.435864244,3.435864244,630-08-0,9.11E-05,41519.2362,40,0.045525225,4.15E-06,29104.75878,2.650001397,1325.000698,0.12064191,29104.75878,2.650001397,1325.000698,0.12064191,3.435864244,630-08-0,9.11E-05,41519.2362,-113.6546894,0.045525225,4.15E-06,29104.75878,2.650001397,1325.000698,0.12064191,29104.75878,2.650001397,1325.000698,0.12064191,3600,night,flash_fire,20759.6181,181.3768897,41519.2362,53.87999904,0.602059991,1.313140274,0.536035996,0.536035996,-4.040481623,4.618249356,2.495752416,-1.341747899,0.423246103,3.122216107,-0.918501796,4.463964004,0.423246103,3.122216107,-0.918501796,0.536035996,-4.040481623,4.618249356,2.202747919,-1.341747899,-5.381951903,4.463964004,0.423246103,3.122216107,-0.918501796,4.463964004,0.423246103,3.122216107,-0.918501796,3.556302501,4.31721936,2.25858195,4.618249356,1.731427579,,,,,FALSE,1,0,834,0,2.928752104
29,29,4062,4,-249.3991611,16.75659452,16.75659452,630-08-0,0.001064857,64576.91291,23.5,0.532428271,0.00056696,5967.799716,6.354850572,3177.425286,3.383502104,5967.799716,6.354850572,3177.425286,3.383502104,16.75659452,630-08-0,0.001064857,64576.91291,-121.5844393,0.532428271,0.00056696,5967.799716,6.354850572,3177.425286,3.383502104,5967.799716,6.354850572,3177.425286,3.383502104,3600,night,inhalation,939.0936339,11018.3663,9390.936339,48.37649532,0.602059991,1.375678954,1.224185761,1.224185761,-2.97270871,4.81007728,2.472244353,-0.273738892,0.803105343,3.502075347,0.529366451,3.775814239,0.803105343,3.502075347,0.529366451,1.224185761,-2.97270871,4.81007728,2.18060053,-0.273738892,-3.24644758,3.775814239,0.803105343,3.502075347,0.529366451,3.775814239,0.803105343,3.502075347,0.529366451,3.556302501,2.972708896,4.042117206,3.972708896,1.684634402,,,,,FALSE,0.5,0,682,-0.301029996,2.843043255
30,30,4062,4,-249.3991611,16.75659452,16.75659452,630-08-0,0.001064857,64576.91291,23.5,0.532428271,0.00056696,5967.799716,6.354850572,3177.425286,3.383502104,5967.799716,6.354850572,3177.425286,3.383502104,16.75659452,630-08-0,0.001064857,64576.91291,-121.5844393,0.532428271,0.00056696,5967.799716,6.354850572,3177.425286,3.383502104,5967.799716,6.354850572,3177.425286,3.383502104,3600,night,flash_fire,32288.45645,5.8153965,64576.91291,1.412352378,0.602059991,1.375678954,1.224185761,1.224185761,-2.97270871,4.81007728,2.472244353,-0.273738892,0.803105343,3.502075347,0.529366451,3.775814239,0.803105343,3.502075347,0.529366451,1.224185761,-2.97270871,4.81007728,2.18060053,-0.273738892,-3.24644758,3.775814239,0.803105343,3.502075347,0.529366451,3.775814239,0.803105343,3.502075347,0.529366451,3.556302501,4.509047284,0.764579331,4.81007728,0.149943066,,,,,FALSE,0.5,0,682,-0.301029996,2.843043255
31,31,4061,6,-252.5844526,3.435864244,3.435864244,630-08-0,9.11E-05,41519.2362,40,0.045525225,4.15E-06,29104.75878,2.650001397,1325.000698,0.12064191,29104.75878,2.650001397,1325.000698,0.12064191,3.435864244,630-08-0,9.11E-05,41519.2362,-113.6546894,0.045525225,4.15E-06,29104.75878,2.650001397,1325.000698,0.12064191,29104.75878,2.650001397,1325.000698,0.12064191,3600,night,inhalation,10982.92205,143.9922865,109829.2205,2.211464397,0.77815125,1.313140274,0.536035996,0.536035996,-4.040481623,4.618249356,2.495752416,-1.341747899,0.423246103,3.122216107,-0.918501796,4.463964004,0.423246103,3.122216107,-0.918501796,0.536035996,-4.040481623,4.618249356,2.202747919,-1.341747899,-5.381951903,4.463964004,0.423246103,3.122216107,-0.918501796,4.463964004,0.423246103,3.122216107,-0.918501796,3.556302501,4.040717901,2.158339228,5.040717901,0.344679952,,,,,FALSE,0.5,0,834,-0.301029996,2.928752104
32,32,4061,6,-252.5844526,3.435864244,3.435864244,630-08-0,9.11E-05,41519.2362,40,0.045525225,4.15E-06,29104.75878,2.650001397,1325.000698,0.12064191,29104.75878,2.650001397,1325.000698,0.12064191,3.435864244,630-08-0,9.11E-05,41519.2362,-113.6546894,0.045525225,4.15E-06,29104.75878,2.650001397,1325.000698,0.12064191,29104.75878,2.650001397,1325.000698,0.12064191,3600,night,flash_fire,20759.6181,55.25970546,41519.2362,16.59598133,0.77815125,1.313140274,0.536035996,0.536035996,-4.040481623,4.618249356,2.495752416,-1.341747899,0.423246103,3.122216107,-0.918501796,4.463964004,0.423246103,3.122216107,-0.918501796,0.536035996,-4.040481623,4.618249356,2.202747919,-1.341747899,-5.381951903,4.463964004,0.423246103,3.122216107,-0.918501796,4.463964004,0.423246103,3.122216107,-0.918501796,3.556302501,4.31721936,1.742408566,4.618249356,1.220002938,,,,,FALSE,0.5,0,834,-0.301029996,2.928752104
33,33,4060,6,-249.3991611,16.75659452,16.75659452,630-08-0,0.001064857,64576.91291,23.5,0.532428271,0.00056696,5967.799716,6.354850572,3177.425286,3.383502104,5967.799716,6.354850572,3177.425286,3.383502104,16.75659452,630-08-0,0.001064857,64576.91291,-121.5844393,0.532428271,0.00056696,5967.799716,6.354850572,3177.425286,3.383502104,5967.799716,6.354850572,3177.425286,3.383502104,3600,night,inhalation,939.0936339,7614.506221,9390.936339,56.3584575,0.77815125,1.375678954,1.224185761,1.224185761,-2.97270871,4.81007728,2.472244353,-0.273738892,0.803105343,3.502075347,0.529366451,3.775814239,0.803105343,3.502075347,0.529366451,1.224185761,-2.97270871,4.81007728,2.18060053,-0.273738892,-3.24644758,3.775814239,0.803105343,3.502075347,0.529366451,3.775814239,0.803105343,3.502075347,0.529366451,3.556302501,2.972708896,3.881641746,3.972708896,1.750959098,,,,,FALSE,0.5,0,682,-0.301029996,2.843043255
34,34,4060,6,-249.3991611,16.75659452,16.75659452,630-08-0,0.001064857,64576.91291,23.5,0.532428271,0.00056696,5967.799716,6.354850572,3177.425286,3.383502104,5967.799716,6.354850572,3177.425286,3.383502104,16.75659452,630-08-0,0.001064857,64576.91291,-121.5844393,0.532428271,0.00056696,5967.799716,6.354850572,3177.425286,3.383502104,5967.799716,6.354850572,3177.425286,3.383502104,3600,night,flash_fire,32288.45645,5.835686218,64576.91291,1.416010288,0.77815125,1.375678954,1.224185761,1.224185761,-2.97270871,4.81007728,2.472244353,-0.273738892,0.803105343,3.502075347,0.529366451,3.775814239,0.803105343,3.502075347,0.529366451,1.224185761,-2.97270871,4.81007728,2.18060053,-0.273738892,-3.24644758,3.775814239,0.803105343,3.502075347,0.529366451,3.775814239,0.803105343,3.502075347,0.529366451,3.556302501,4.509047284,0.766091932,4.81007728,0.151066409,,,,,FALSE,0.5,0,682,-0.301029996,2.843043255
35,35,4059,6,-252.5714779,3.528740859,3.528740859,630-08-0,9.83E-05,41624.29917,40,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3.528740859,630-08-0,9.83E-05,41624.29917,-113.6529323,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3600,night,inhalation,10176.54343,158.5855608,101765.4343,2.551503956,0.77815125,1.313414182,0.547619766,0.547619766,-4.007446482,4.619346934,2.495752416,-1.308630289,0.444779943,3.143749948,-0.863850344,4.452380234,0.444779943,3.143749948,-0.863850344,0.547619766,-4.007446482,4.619346934,2.202752703,-1.308630289,-5.316052869,4.452380234,0.444779943,3.143749948,-0.863850344,4.452380234,0.444779943,3.143749948,-0.863850344,3.556302501,4.00760029,2.200263642,5.00760029,0.406796246,,,,,FALSE,0.5,0,834,-0.301029996,2.928752104
36,36,4059,6,-252.5714779,3.528740859,3.528740859,630-08-0,9.83E-05,41624.29917,40,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3.528740859,630-08-0,9.83E-05,41624.29917,-113.6529323,0.049132596,4.83E-06,28338.72024,2.784709801,1392.354901,0.136820022,28338.72024,2.784709801,1392.354901,0.136820022,3600,night,flash_fire,20812.14959,54.02879224,41624.29917,16.15327464,0.77815125,1.313414182,0.547619766,0.547619766,-4.007446482,4.619346934,2.495752416,-1.308630289,0.444779943,3.143749948,-0.863850344,4.452380234,0.444779943,3.143749948,-0.863850344,0.547619766,-4.007446482,4.619346934,2.202752703,-1.308630289,-5.316052869,4.452380234,0.444779943,3.143749948,-0.863850344,4.452380234,0.444779943,3.143749948,-0.863850344,3.556302501,4.318316939,1.732625259,4.619346934,1.208260577,,,,,FALSE,0.5,0,834,-0.301029996,2.928752104
37,37,4058,4,-249.3991611,16.75659452,16.75659452,630-08-0,0.001064857,64576.91291,71,0.532428271,0.00056696,5967.799716,6.354850572,3177.425286,3.383502104,5967.799716,6.354850572,3177.425286,3.383502104,16.75659452,630-08-0,0.001064857,64576.91291,-95.26655947,0.532428271,0.00056696,5967.799716,6.354850572,3177.425286,3.383502104,5967.799716,6.354850572,3177.425286,3.383502104,3600,night,inhalation,939.0936339,8676.717612,9390.936339,42.11204356,0.602059991,1.375678954,1.224185761,1.224185761,-2.97270871,4.81007728,2.536747774,-0.273738892,0.803105343,3.502075347,0.529366451,3.775814239,0.803105343,3.502075347,0.529366451,1.224185761,-2.97270871,4.81007728,2.250135521,-0.273738892,-3.24644758,3.775814239,0.803105343,3.502075347,0.529366451,3.775814239,0.803105343,3.502075347,0.529366451,3.556302501,2.972708896,3.938355463,3.972708896,1.624406317,,,,,FALSE,0.5,0,682,-0.301029996,2.843043255
