elev_m,ave_nbp_deg_c,overall_ave_mw,storage_ave_vap_mw,storage_shi,storage_temp_deg_c,storage_vapor_mol_composition,storage_shi_times_vapor_mol_composition,storage_total_vapor_moles,storage_shi_times_total_vapor_moles,storage_component_vapor_moles,storage_shi_times_component_vapor_moles,storage_total_moles,storage_shi_times_total_moles,storage_component_total_moles,storage_shi_times_component_total_moles,discharge_ave_vap_mw,discharge_shi,discharge_temp_deg_c,discharge_vapor_mol_composition,discharge_shi_times_vapor_mol_composition,discharge_total_vapor_moles,discharge_shi_times_total_vapor_moles,discharge_component_vapor_moles,discharge_shi_times_component_vapor_moles,discharge_total_moles,discharge_shi_times_total_moles,discharge_component_total_moles,discharge_shi_times_component_total_moles,release_duration_sec,conc_low_ppm,area_conc_low_m2,conc_high_ppm,catastrophic_release_01,discharge_diameter,release_orientation,pressure_psig,area_conc_high_m2
6,-189.4712567,36.48025888,36.48025888,0.001417143,0,0.496,0.000702903,1.918846032,0.002719279,0.951747632,0.001348762,1.918846032,0.002719279,0.951747632,0.001348762,36.48025888,0.001417143,-0.325981173,0.496,0.000702903,1.918846032,0.002719279,0.951747632,0.001348762,1.918846032,0.002719279,0.951747632,0.001348762,3600,705.6451613,47.5631162,7056.451613,0,8,6,60,0.000779099
3,-189.3911664,30.02763,28.41192048,1.98E-05,23,0.09892626,1.96E-06,183297.0227,3.626577776,18132.88888,0.358763775,333026.6158,6.5890155,166513.3079,3.29450775,29.13676744,5.58E-05,35.43715015,0.278857786,1.56E-05,229870.6181,12.82024234,64101.21168,3.575024396,333026.6158,18.57341296,166513.3079,9.286706482,3600,17930.2865,1.489193643,179302.865,0,0.8,0,7.3,0.004306781
3,99.55783274,18.02999729,18.52617281,4.24E-05,65,0.0212231,9.01E-07,0,0,0,0,2384.91439,0.101230552,1.107637223,4.70E-05,18.52618767,4.24E-05,64.99837973,0.021223723,9.01E-07,0,0,0,0,2384.91439,0.101233526,1.107637223,4.70E-05,3600,23558.54319,0.063800572,235585.4319,0,0.7,0,2.9,0.004717532
3,99.55783274,18.02999729,18.93677843,7.72E-05,35,0.038584788,2.98E-06,0,0,0,0,732.1132546,0.056496869,0.340018868,2.62E-05,18.93680335,7.72E-05,34.99873757,0.03858585,2.98E-06,0,0,0,0,732.1132546,0.056498424,0.340018868,2.62E-05,3600,12958.11815,0.499616116,129581.1815,0,10,0,2.9,0.005166373
0.5,-122.3603344,35.43688959,35.43688959,0.000172578,90,0.862888802,0.000148915,2821.918096,0.487000305,2435.001527,0.42022711,2821.918096,0.487000305,2435.001527,0.42022711,35.51599381,0.000171895,61.90448619,0.859475564,0.00014774,2720.104917,0.467572742,2337.863708,0.401867346,2821.918096,0.485073929,2435.001527,0.418564862,3600,5817.501055,1.188828992,58175.01055,0,0.28,0,23.2,0.006888458
1,58.78185466,35.41681192,35.41681192,0.000175902,90,0.879509466,0.000154707,2823.517832,0.496662132,2483.310659,0.436819046,2823.517832,0.496662132,2483.310659,0.436819046,35.48972467,0.000175381,62.35821351,0.876906378,0.000153793,2730.501284,0.478878798,2394.393992,0.419931873,2823.517832,0.495192159,2483.310659,0.435526191,3600,5701.862963,1.293154296,57018.62963,0,0.3,0,22,0.007728979
1,-195.3601174,28.8004857,28.78593115,0.000171564,19.9,0.042890975,7.36E-06,3469.196729,0.595188917,148.7972293,0.025528233,3472.163666,0.595697937,151.7335522,0.026032,28.79214009,0.000172949,19.89659122,0.043237178,7.48E-06,3470.468273,0.600213015,150.0532539,0.025951517,3472.163666,0.600506231,151.7335522,0.026242122,3600,5782.061008,0.47139886,57820.61008,0,2,0,7,0.014869661
6,-194.4229684,29.14213281,29.14213281,1.54E-05,30,0.001541479,2.38E-08,4.508787394,6.95E-05,0.006950202,1.07E-07,4.508787394,6.95E-05,0.006950202,1.07E-07,29.14213281,1.54E-05,24.36646925,0.001541479,2.38E-08,4.508787394,6.95E-05,0.006950202,1.07E-07,4.508787394,6.95E-05,0.006950202,1.07E-07,3600,64872.75254,8.028150153,648727.5254,0,8,0,1,0.017420771
3,-191.2973255,34.65734659,34.70419356,0.000318311,35,0.15915536,5.07E-05,258.1463995,0.082170767,41.08538326,0.013077918,259.6852006,0.082660583,41.17137153,0.013105289,34.69221112,0.000317993,35.00688745,0.158996445,5.06E-05,258.5539233,0.082218309,41.10915454,0.013072419,259.6852006,0.082578047,41.17137153,0.013092203,3600,3144.724408,0.727750167,31447.24408,0,2,0,2.9,0.022815616
0.3,100.3690688,64.63903274,40.8162596,0.000290358,65.9,0.043511704,1.26E-05,0,0,0,0,222.0288803,0.064467791,21.93229085,0.006368209,40.81625886,0.000290358,65.89994336,0.043511697,1.26E-05,0,0,0,0,222.0288803,0.06446778,21.93229085,0.006368208,3600,3444.028638,1.097609167,34440.28638,0,12,0,0.01,0.028676765
5.3,64.53476094,32.04186,32.04186,0.0002,90,1,0.0002,864496.12,172.899224,864496.12,172.899224,864496.12,172.899224,864496.12,172.899224,32.04186,0.0002,64.53476023,1,0.0002,0,0,0,0,864496.12,172.899224,864496.12,172.899224,3600,5000,4.242100472,50000,0,3,0,21,0.041064995
6,-240.4148913,33.74245049,33.56986455,8.23E-05,170,0.123448602,1.02E-05,1.664142339,0.000136957,0.205436045,1.69E-05,1.728935198,0.00014229,0.21290776,1.75E-05,33.63343159,8.30E-05,120.0271632,0.124541062,1.03E-05,1.680709894,0.000139545,0.209317394,1.74E-05,1.728935198,0.000143549,0.21290776,1.77E-05,3600,12044.22045,6.188449783,120442.2045,0,1,0,60,0.05159115
1,-226.3461878,41.16113906,41.16113906,0.000269827,35,0.13491352,3.64E-05,242.9476013,0.065553832,32.77691617,0.008844098,242.9476013,0.065553832,32.77691617,0.008844098,41.16113906,0.000269827,32.64280645,0.13491352,3.64E-05,242.9476013,0.065553832,32.77691617,0.008844098,242.9476013,0.065553832,32.77691617,0.008844098,3600,3706.077778,1.951793616,37060.77778,0,0.5,0,0.5,0.057525071
1,203.2597666,157.29632,157.29632,0.158730159,20,1,0.158730159,0,0,0,0,63.57427815,10.09115526,63.57427815,10.09115526,157.29632,0.158730159,19.99912209,1,0.158730159,0,0,0,0,63.57427815,10.09115526,63.57427815,10.09115526,3600,6.3,43.18611065,63,0,0.393,0,1,0.063339553
5,-4.850023749,36.13746063,36.13746063,0.001605742,25,0.802871093,0.001289204,27.67211593,0.044434284,22.21714197,0.035675002,27.67211593,0.044434284,22.21714197,0.035675002,36.07336358,0.00161104,-4.230588379,0.805519903,0.001297725,26.68170816,0.042985294,21.49264697,0.03462551,27.67211593,0.04458088,22.21714197,0.0357927,3600,620.7171271,0.19382377,6207.171271,0,100,6,29.0075,0.064278628
5,88.52071147,102.1317,102.1317,6.24E-05,95,1,6.24E-05,5.042508839,0.000314435,5.042508839,0.000314435,5.042508839,0.000314435,5.042508839,0.000314435,102.1317,6.24E-05,93.64553753,1,6.24E-05,5.042508839,0.000314435,5.042508839,0.000314435,5.042508839,0.000314435,5.042508839,0.000314435,3600,16036.71072,3.712955339,160367.1072,0,2,0,1,0.068701034
3,-6.324587237,56.10632,56.10632,9.56E-05,25,1,9.56E-05,0,0,0,0,954.6874577,0.091303783,954.6874577,0.091303783,56.10632,9.56E-05,-7.08233842,1,9.56E-05,0,0,0,0,954.6874577,0.091303783,954.6874577,0.091303783,3600,10456.16536,0.322969303,104561.6536,0,2,6,250,0.071637129
3,-6.324587237,56.10632,56.10632,9.56E-05,25,1,9.56E-05,0,0,0,0,954.6874577,0.091303783,954.6874577,0.091303783,56.10632,9.56E-05,-7.08233842,1,9.56E-05,0,0,0,0,954.6874577,0.091303783,954.6874577,0.091303783,3600,10456.16536,0.322969303,104561.6536,0,2,6,250,0.071637129
5,-47.40594833,42.07974,42.07974,5.94E-05,165,1,5.94E-05,95.89227783,0.005692273,95.89227783,0.005692273,95.89227783,0.005692273,95.89227783,0.005692273,42.07974,5.94E-05,43.44619148,1,5.94E-05,95.89227783,0.005692273,95.89227783,0.005692273,95.89227783,0.005692273,95.89227783,0.005692273,3600,16846.04419,0.318171845,168460.4419,0,2,6,1000,0.073052889
1,-47.40594833,42.07974,42.07974,5.94E-05,35,1,5.94E-05,1.895065642,0.000112493,1.895065642,0.000112493,1.895065642,0.000112493,1.895065642,0.000112493,42.07974,5.94E-05,-7.420922312,1,5.94E-05,1.895065642,0.000112493,1.895065642,0.000112493,1.895065642,0.000112493,1.895065642,0.000112493,3600,16846.04419,11.23946757,168460.4419,0,2,0,30,0.074196442
1,64.53476094,32.04186,32.04186,0.0002,105,1,0.0002,312091.745,62.418349,312091.745,62.418349,312091.745,62.418349,312091.745,62.418349,32.04186,0.0002,64.53476023,1,0.0002,0,0,0,0,312091.745,62.418349,312091.745,62.418349,3600,5000,6.359738652,50000,0,0.6,0,14.5,0.074562
2,-194.8732344,29.64939432,29.64934156,0.000203993,21.1,0.101996711,2.08E-05,33.727377,0.006880163,3.440081508,0.000701754,33.72750179,0.006880188,3.440205183,0.000701779,28.882978,0.000108432,-46.34227178,0.054215921,5.88E-06,32.00626645,0.003470498,1.735249208,0.000188156,33.72750179,0.003657135,3.440205183,0.000373028,3600,9222.383248,10.84286561,92223.83248,0,0.5,0,200,0.076778902
1,-192.9793109,33.46653644,33.46653644,0.000199292,29.4,0.14946924,2.98E-05,59.76118872,0.011909946,8.932459441,0.001780171,59.76118872,0.011909946,8.932459441,0.001780171,33.46653644,0.000199292,27.2648243,0.14946924,2.98E-05,59.76118872,0.011909946,8.932459441,0.001780171,59.76118872,0.011909946,8.932459441,0.001780171,3600,5017.754834,2.974189025,50177.54834,0,4,0,0.5,0.081577089
1,7.073402534,45.08368,45.08368,0.002857143,27,1,0.002857143,0.010070163,2.88E-05,0.010070163,2.88E-05,0.010070163,2.88E-05,0.010070163,2.88E-05,45.08368,0.002857143,26.75515048,1,0.002857143,0.010070163,2.88E-05,0.010070163,2.88E-05,0.010070163,2.88E-05,0.010070163,2.88E-05,3600,350,1.314613192,3500,0,2,0,0.1,0.103196267
0.2,113.5799273,55.98405273,27.92229102,0.000312128,29,0.13929805,4.35E-05,0,0,0,0,1053.871542,0.328942968,562.6218921,0.175610127,27.92218211,0.000312125,28.99908309,0.139296518,4.35E-05,0,0,0,0,1053.871542,0.328939352,562.6218921,0.175608196,3600,3203.847562,0.628316888,32038.47562,0,3,0,0.1,0.128582281
0.2,113.5799273,55.98405273,27.92229102,0.000312128,29,0.13929805,4.35E-05,0,0,0,0,1053.871542,0.328942968,562.6218921,0.175610127,27.92218211,0.000312125,28.99908309,0.139296518,4.35E-05,0,0,0,0,1053.871542,0.328939352,562.6218921,0.175608196,3600,3203.847562,0.628316888,32038.47562,0,3,0,0.1,0.128582281
3,-193.8990162,30.07612153,30.07612153,0.000424424,35,0.148548479,6.30E-05,299.2407113,0.127005007,44.45175245,0.018866401,299.2407113,0.127005007,44.45175245,0.018866401,30.07612153,0.000424424,33.98326882,0.148548479,6.30E-05,299.2407113,0.127005007,44.45175245,0.018866401,299.2407113,0.127005007,44.45175245,0.018866401,3600,2356.133182,3.214804998,23561.33182,0,2,0,2.9,0.142869217
1,61.23468886,33.44669213,46.0582709,0.000157094,121,0.039273518,6.17E-06,0,0,0,0,2989.832286,0.469684929,347.6318665,0.054610906,50.52683744,0.00014375,60.99384062,0.646876334,9.30E-05,0,0,0,0,2989.832286,0.429789277,716.0465703,0.102931907,3600,6956.507394,13.18828818,69565.07394,0,0.3,0,145,0.155195618
1,66.24434398,30.84122127,30.84122127,0.000182881,110,0.914402604,0.000167226,4509000.536,824.608366,4123041.83,754.0240368,4509000.536,824.608366,4123041.83,754.0240368,30.84122127,0.000182881,88.47994679,0.914402604,0.000167226,4509000.536,824.608366,4123041.83,754.0240368,4509000.536,824.608366,4123041.83,754.0240368,3600,5468.050922,11.58549498,54680.50922,0,1,0,5.8,0.156834442
6,64.53476094,32.04186,32.04186,0.0002,64,1,0.0002,0,0,0,0,3120.91745,0.62418349,3120.91745,0.62418349,32.04186,0.0002,63.99980232,1,0.0002,0,0,0,0,3120.91745,0.62418349,3120.91745,0.62418349,3600,5000,5513.473767,50000,0,2,0,0.1,0.175175322
4,64.87725644,31.79431156,31.79431156,0.00019647,105,0.982351475,0.000193003,0.092389552,1.82E-05,0.090759013,1.78E-05,0.092389552,1.82E-05,0.090759013,1.78E-05,31.79431156,0.00019647,83.42693472,0.982351475,0.000193003,0.092389552,1.82E-05,0.090759013,1.78E-05,0.092389552,1.82E-05,0.090759013,1.78E-05,3600,5089.827955,10.82775318,50898.27955,0,1,0,6,0.183475738
4.7,56.1365639,58.07914,58.07914,0.000175436,30,1,0.000175436,0,0,0,0,7.720625839,0.001354476,7.720625839,0.001354476,58.07914,0.000175436,29.99988989,1,0.000175436,0,0,0,0,7.720625839,0.001354476,7.720625839,0.001354476,3600,5700.084402,25.36642211,57000.84402,0,2,0,0.043938388,0.188499072
4,66.24434398,30.84122127,30.84122127,0.000182881,110,0.914402604,0.000167226,6605368.273,1207.993189,6039965.947,1104.592117,6605368.273,1207.993189,6039965.947,1104.592117,30.85921751,0.000183137,70.38819448,0.915685613,0.000167696,6559588.425,1201.304149,6006520.747,1100.016926,6605368.273,1209.688139,6039965.947,1106.141984,3600,5460.389385,13.97713687,54603.89385,0,1,0,15.1,0.190303597
4.3,360.491374,349.0795629,217.7498493,0.001121059,38,0.030992653,3.47E-05,0,0,0,0,130.0442402,0.14578732,125.7897674,0.141017803,217.7498303,0.001121055,37.9999048,0.030992518,3.47E-05,0,0,0,0,130.0442402,0.145786681,125.7897674,0.141017186,3600,892.0172874,0.314847503,8920.172874,0,16,0,0.11,0.194496152
2,64.53476094,32.04186,32.04186,0.0002,105,1,0.0002,19.70144942,0.00394029,19.70144942,0.00394029,19.70144942,0.00394029,19.70144942,0.00394029,32.04186,0.0002,64.53476023,1,0.0002,0,0,0,0,19.70144942,0.00394029,19.70144942,0.00394029,3600,5000,16.39084012,50000,0,1,0,14.5,0.213060831
0.2,130.7251703,89.13624,89.13624,0.001194513,29,1,0.001194513,0,0,0,0,364.6103986,0.435531898,364.6103986,0.435531898,89.13624,0.001194513,28.9990892,1,0.001194513,0,0,0,0,364.6103986,0.435531898,364.6103986,0.435531898,3600,837.1611816,2.423449921,8371.611816,0,3,0,0.1,0.226640144
0.2,130.7251703,89.13624,89.13624,0.001194513,29,1,0.001194513,0,0,0,0,364.6103986,0.435531898,364.6103986,0.435531898,89.13624,0.001194513,28.9990892,1,0.001194513,0,0,0,0,364.6103986,0.435531898,364.6103986,0.435531898,3600,837.1611816,2.423449921,8371.611816,0,3,0,0.1,0.226640144
1.5,64.53476094,32.04186,32.04186,0.0002,30,1,0.0002,0,0,0,0,8.894614732,0.001778923,8.894614732,0.001778923,32.04186,0.0002,29.89580406,1,0.0002,0,0,0,0,8.894614732,0.001778923,8.894614732,0.001778923,3600,5000,3.078023445,50000,0,0.14,0,94.3,0.232309861
5,88.52071147,102.1317,102.1317,6.24E-05,95,1,6.24E-05,5.042508839,0.000314435,5.042508839,0.000314435,5.042508839,0.000314435,5.042508839,0.000314435,102.1317,6.24E-05,93.64553753,1,6.24E-05,5.042508839,0.000314435,5.042508839,0.000314435,5.042508839,0.000314435,5.042508839,0.000314435,3600,16036.71072,10.17254678,160367.1072,0,2,0,1,0.234791102
6,-240.4148913,33.74245049,2.632242591,2.47E-06,50,0.986899431,2.44E-06,131.1709005,0.000324092,129.4524871,0.000319847,1771.537014,0.004377052,145.6412509,0.000359845,15.99293685,3.25E-05,52.77322383,0.185103707,6.01E-06,192.8226604,0.006261695,35.69218933,0.001159063,1771.537014,0.057528634,363.9664863,0.011819394,3600,30794.0045,35.4714021,307940.045,0,1,0,300,0.258580974
4,56.1365639,58.07914,58.07914,0.000175436,30,1,0.000175436,0,0,0,0,7.720625839,0.001354476,7.720625839,0.001354476,58.07914,0.000175436,29.97959047,1,0.000175436,0,0,0,0,7.720625839,0.001354476,7.720625839,0.001354476,3600,5700.084402,52.06782068,57000.84402,0,2,0,10,0.267788157
1,100.3703096,37.3214985,40.65259647,0.003232699,20,0.808174832,0.002612586,0,0,0,0,10.75039489,0.034752794,7.409723695,0.023953409,40.65747908,0.003233397,19.90440106,0.808349146,0.002613713,0,0,0,0,10.75039489,0.03476029,7.409723695,0.023958575,3600,309.2723006,18.43406922,3092.723006,0,1.6,0,72.5,0.299113669
1,100.3703096,37.3214985,40.65259647,0.003232699,20,0.808174832,0.002612586,0,0,0,0,10.98562535,0.035513224,7.571856593,0.024477536,40.65747909,0.003233397,19.90440094,0.808349146,0.002613713,0,0,0,0,10.98562535,0.035520883,7.571856593,0.024482815,3600,309.2723005,18.16035523,3092.723005,0,1.6,0,72.5,0.299786916
3.6,56.1365639,58.07914,58.07914,0.000175436,80,1,0.000175436,0.000889477,1.56E-07,0.000889477,1.56E-07,0.000889477,1.56E-07,0.000889477,1.56E-07,58.07914,0.000175436,79.766067,1,0.000175436,0.000889477,1.56E-07,0.000889477,1.56E-07,0.000889477,1.56E-07,0.000889477,1.56E-07,10,5700.084402,4.378888336,57000.84402,1,0,0,0.1,0.326885367
0.76,64.53476094,32.04186,32.04186,0.0002,20,1,0.0002,0,0,0,0,3718.775999,0.7437552,3718.775999,0.7437552,32.04186,0.0002,19.99954919,1,0.0002,0,0,0,0,3718.775999,0.7437552,3718.775999,0.7437552,3600,5000,55.07706237,50000,0,12,0,0.4333,0.351948846
0,-191.6501171,33.9478892,33.45529256,0.000678576,21.1,0.339287876,0.000230233,2245.906005,1.524017355,762.0086776,0.517080611,2356.552996,1.599099721,871.9246085,0.591666897,32.99558604,0.000621253,-15.92348335,0.310626369,0.000192977,2151.540202,1.33665024,668.3251202,0.41519881,2356.552996,1.464015,871.9246085,0.54168555,3600,1609.650855,5.204845484,16096.50855,0,1,6,50,0.360369127
0.3,100.3690688,64.63903274,40.8162596,0.000290358,65.9,0.043511704,1.26E-05,0,0,0,0,757.3500456,0.219902403,74.81198598,0.021722235,40.81625858,0.000290358,65.89992117,0.043511694,1.26E-05,0,0,0,0,757.3500456,0.219902351,74.81198598,0.02172223,3600,3444.028865,0.847132126,34440.28865,0,12,0,0.01,0.384891647
3,64.53476094,32.04186,32.04186,0.0002,23,1,0.0002,0,0,0,0,312091.745,62.418349,312091.745,62.418349,32.04186,0.0002,22.99216978,1,0.0002,0,0,0,0,312091.745,62.418349,312091.745,62.418349,3600,5000,837.70384,50000,0,0.8,0,7.3,0.397674501
0.3,100.3690688,64.63903274,40.8162596,0.000290358,65.9,0.043511704,1.26E-05,0,0,0,0,102.3220757,0.029710001,10.10750278,0.002934791,40.81625899,0.000290358,65.89995336,0.043511698,1.26E-05,0,0,0,0,102.3220757,0.029709996,10.10750278,0.002934791,3600,3444.028535,0.622131337,34440.28535,0,12,0,0.01,0.399909206
3,31.7874635,60.05196,60.05196,0.000222222,90,1,0.000222222,1665.224582,0.370049907,1665.224582,0.370049907,1665.224582,0.370049907,1665.224582,0.370049907,60.05196,0.000222222,31.78746348,1,0.000222222,0,0,0,0,1665.224582,0.370049907,1665.224582,0.370049907,3600,4500,30.63365466,45000,0,1,0,72.52,0.410600113
4,-194.8732344,29.64939432,29.64934156,0.000203993,21.1,0.101996711,2.08E-05,2698.19016,0.550413041,275.2065206,0.05614032,2698.200143,0.550415078,275.2164146,0.056142338,28.882978,0.000108432,-46.34227178,0.054215921,5.88E-06,2560.501316,0.277639873,138.8199366,0.015052501,2698.200143,0.292570811,275.2164146,0.029842223,3600,9222.383248,34.76663906,92223.83248,0,1,0,200,0.432693231
0.3,100.3690688,64.63903274,40.8162596,0.000290358,65.9,0.043511704,1.26E-05,0,0,0,0,20.46750924,0.005942899,2.021806195,0.000587047,40.81625917,0.000290358,65.89996744,0.0435117,1.26E-05,0,0,0,0,20.46750924,0.005942898,2.021806195,0.000587047,3600,3444.028391,0.653174186,34440.28391,0,12,0,0.01,0.435767071
6,-80.81306117,39.98203513,44.00582299,2.50E-05,-15.3611,0.999692754,2.50E-05,0,0,0,0,915.5687019,0.022882185,607.4527504,0.015181653,44.00943652,2.50E-05,-81.04246426,0.999994695,2.50E-05,0,0,0,0,915.5687019,0.022889096,607.4527504,0.015186238,3600,40000.21218,23.85640754,400002.1218,0,0.527688,0,980,0.495642641
5,74.78766605,72.10572,72.10572,0.001179877,144,1,0.001179877,0.911826993,0.001075844,0.911826993,0.001075844,0.911826993,0.001075844,0.911826993,0.001075844,72.10572,0.001179877,104.1951985,1,0.001179877,0.911826993,0.001075844,0.911826993,0.001075844,0.911826993,0.001075844,0.911826993,0.001075844,3600,847.5457571,1.038196419,8475.457571,0,4,3,56,0.49873424
2,-252.402129,3.517344,3.086338768,4.75E-05,25,0.071294335,3.39E-06,0.334138953,1.59E-05,0.023822214,1.13E-06,0.344907497,1.64E-05,0.03449075,1.64E-06,3.019906907,4.46E-05,-76.32221222,0.066869835,2.98E-06,0.332538018,1.48E-05,0.022236762,9.91E-07,0.344907497,1.54E-05,0.03449075,1.54E-06,3600,22431.63905,37.08161664,224316.3905,0,0.5,0,2000,0.503816038
1,61.23468886,33.44669213,46.0582709,0.000157094,121,0.039273518,6.17E-06,0,0,0,0,2989.832286,0.469684929,347.6318665,0.054610906,50.52683744,0.00014375,60.99384062,0.646876334,9.30E-05,0,0,0,0,2989.832286,0.429789277,716.0465703,0.102931907,3600,6956.507394,71.72434004,69565.07394,0,0.3,0,145,0.50724926
1,-1.697908562,17.80713613,17.05648277,0.000652945,20,0.979417964,0.000639506,2.731920105,0.001783794,2.675691626,0.00174708,17.58107161,0.011479478,4.411870484,0.00288071,17.08422947,0.000637623,31.86446811,0.956434075,0.000609844,3.447257603,0.00219805,3.297074638,0.00210229,17.58107161,0.011210091,4.411870484,0.002813109,3600,1568.325553,36.88557632,15683.25553,0,0.6,0,0.1,0.530938001
1,64.53476094,32.04186,32.04186,0.0002,20,1,0.0002,0,0,0,0,1983.347199,0.39666944,1983.347199,0.39666944,32.04186,0.0002,19.9829228,1,0.0002,0,0,0,0,1983.347199,0.39666944,1983.347199,0.39666944,3600,5000,84.82497053,50000,0,0.2,0,17,0.593382632
1,213.6366285,44.83882721,25.60059364,0.00043096,27,0.280674124,0.000120959,0,0,0,0,25133.51562,10.83154238,24945.8487,10.75066542,25.59624537,0.000430713,26.97001553,0.280513228,0.000120821,0,0,0,0,25133.51562,10.82533321,24945.8487,10.74450262,3600,2321.731363,0.952890598,23217.31363,0,1,6,43,0.595598297
0.2,163.1368348,117.1894,117.1894,0.01,29,1,0.01,0,0,0,0,767.9875484,7.679875484,767.9875484,7.679875484,117.1894,0.01,28.99914524,1,0.01,0,0,0,0,767.9875484,7.679875484,767.9875484,7.679875484,3600,100,19.09390606,1000,0,3,0,1,0.596904177
0.2,163.1368348,117.1894,117.1894,0.01,29,1,0.01,0,0,0,0,767.9875484,7.679875484,767.9875484,7.679875484,117.1894,0.01,28.99914524,1,0.01,0,0,0,0,767.9875484,7.679875484,767.9875484,7.679875484,3600,100,19.09390606,1000,0,3,0,1,0.596904177
0.2,163.1368348,117.1894,117.1894,0.01,29,1,0.01,0,0,0,0,767.9875484,7.679875484,767.9875484,7.679875484,117.1894,0.01,28.99914524,1,0.01,0,0,0,0,767.9875484,7.679875484,767.9875484,7.679875484,3600,100,19.09390606,1000,0,3,0,1,0.596904177
0.2,163.1368348,117.1894,117.1894,0.01,29,1,0.01,0,0,0,0,767.9875484,7.679875484,767.9875484,7.679875484,117.1894,0.01,28.99914524,1,0.01,0,0,0,0,767.9875484,7.679875484,767.9875484,7.679875484,3600,100,19.09390606,1000,0,3,0,1,0.596904177
1,100.4719507,42.09838869,43.81107477,0.003683743,20,0.920935665,0.00339249,0,0,0,0,9.739090088,0.035876302,8.373582585,0.030846123,43.81360629,0.003684104,19.89445477,0.921026043,0.003393156,0,0,0,0,9.739090088,0.035879822,8.373582585,0.030849151,3600,271.4364072,28.9982054,2714.364072,0,1.6,0,72.5,0.630491855
1,100.4719507,42.09838869,43.81107477,0.003683743,20,0.920935665,0.00339249,0,0,0,0,9.739090088,0.035876302,8.373582585,0.030846123,43.81360629,0.003684104,19.89445477,0.921026043,0.003393156,0,0,0,0,9.739090088,0.035879822,8.373582585,0.030849151,3600,271.4364072,28.9982054,2714.364072,0,1.6,0,72.5,0.630491855
1,-245.1588258,39.14873402,18.41797525,4.40E-05,50,0.037306803,1.64E-06,49.87848799,0.002195524,1.860806916,8.19E-05,204.3488813,0.008994917,24.77917594,0.001090716,28.37102836,7.55E-05,50.21463296,0.064024842,4.84E-06,68.77819444,0.005195605,4.403513001,0.000332648,204.3488813,0.015436812,24.77917594,0.001871855,3600,13237.76423,155.0028981,132377.6423,0,3,0,300,0.656895814
1,56.1365639,58.07914,58.07914,0.000175436,51,1,0.000175436,0,0,0,0,649.7908983,0.113996715,649.7908983,0.113996715,58.07914,0.000175436,50.85689023,1,0.000175436,0,0,0,0,649.7908983,0.113996715,649.7908983,0.113996715,3600,5700.084402,533.0617706,57000.84402,0,0.2,0,58,0.671082256
3,66.24434398,30.84122127,30.84122127,0.000182881,100,0.914402604,0.000167226,9727.241258,1.778922946,8894.614732,1.626651774,9727.241258,1.778922946,8894.614732,1.626651774,30.84122127,0.000182881,74.24240772,0.914402604,0.000167226,9727.241258,1.778922946,8894.614732,1.626651774,9727.241258,1.778922946,8894.614732,1.626651774,3600,5468.050922,43.17425093,54680.50922,0,2,0,7.3,0.69212631
1,100.4719507,42.09838869,43.81107477,0.003683743,20,0.920935665,0.00339249,0,0,0,0,57.17746107,0.210627053,49.16066983,0.181095257,43.81360666,0.003684104,19.89443959,0.921026056,0.003393156,0,0,0,0,57.17746107,0.210647726,49.16066983,0.181113031,3600,271.4364033,75.51610159,2714.364033,0,1.6,0,72.5,0.695187445
1,100.4719507,42.09838869,43.81107477,0.003683743,20,0.920935665,0.00339249,0,0,0,0,57.17746107,0.210627053,49.16066983,0.181095257,43.81360666,0.003684104,19.89443959,0.921026056,0.003393156,0,0,0,0,57.17746107,0.210647726,49.16066983,0.181113031,3600,271.4364033,75.51610159,2714.364033,0,1.6,0,72.5,0.695187445
0,69.38747352,134.9698,134.9698,0.066666667,25,1,0.066666667,0,0,0,0,0.001481813,9.88E-05,0.001481813,9.88E-05,134.9698,0.066666667,24.99790591,1,0.066666667,0,0,0,0,0.001481813,9.88E-05,0.001481813,9.88E-05,10,15,3.607803758,150,1,0,0,1,0.700102759
1,64.53476094,32.04186,32.04186,0.0002,80,1,0.0002,0,0,0,0,1830.037993,0.366007599,1830.037993,0.366007599,32.04186,0.0002,64.53476023,1,0.0002,0,0,0,0,1830.037993,0.366007599,1830.037993,0.366007599,3600,5000,227.9328742,50000,0,0.2,0,17,0.712851741
0,74.25258718,42.22136332,34.4886456,0.000349414,117,0.087353565,3.05E-05,0,0,0,0,191.4364796,0.066890636,69.57224343,0.024309534,34.2322276,0.000312796,74.25258468,0.078199095,2.45E-05,0,0,0,0,191.4364796,0.059880638,69.57224343,0.021761946,3600,3196.967947,38.76146447,31969.67947,0,0.5,0,45,0.722953825
3,100.1594177,25.72332062,22.71527017,0.00012591,30,0.102454629,1.29E-05,0,0,0,0,2234.353832,0.281328035,121.8944188,0.015347756,22.71515158,0.000125907,29.98984639,0.102452323,1.29E-05,0,0,0,0,2234.353832,0.281321705,121.8944188,0.015347411,3600,7942.344259,18.13815439,79423.44259,0,1,0,15,0.760112775
0.5,64.53476094,32.04186,32.04186,0.0002,30,1,0.0002,0,0,0,0,3120.91745,0.62418349,3120.91745,0.62418349,32.04186,0.0002,29.99987253,1,0.0002,0,0,0,0,3120.91745,0.62418349,3120.91745,0.62418349,3600,5000,36.75338192,50000,0,2,0,102,0.799265532
