CompositionID,HazardStudy,ChemicalID,ChemicalName,CASNumber,Contribution
5242,1352,48,METHANOL,67-56-1,0.0028
5243,1352,99,WATER,7732-18-5,0.0009
5244,1986,27,DIMETHYLAMINE,124-40-3,100.0
5245,1987,17,AMMONIA,7664-41-7,1.0
5246,1988,27,DIMETHYLAMINE,124-40-3,100.0
5264,1990,251,ETHYLENE GLYCOL,107-21-1,5.69
5384,1990,859,DIETHYLENE GLYCOL,111-46-6,15.51
5385,1990,1384,BIS-(2-HYDROXYETHYL) TEREPHTHALATE,959-26-2,64.07
5386,1990,1025,"1,4-CYCLOHEXANEDIMETHANOL",105-08-8,0.13
5387,1990,1768,NONYLPHENOL,25154-52-3,0.18
5388,1990,782,EPSILON-CAPROLACTAM,105-60-2,0.2
5389,1990,1694,MONOMETHYL TEREPHTHALATE,1679-64-7,0.77
5390,1990,252,TRIETHYLENE GLYCOL,112-27-6,12.41
5391,1999,251,ETHYLENE GLYCOL,107-21-1,5.69
5392,1999,859,DIETHYLENE GLYCOL,111-46-6,15.51
5393,1999,1384,BIS-(2-HYDROXYETHYL) TEREPHTHALATE,959-26-2,64.07
5394,1999,1025,"1,4-CYCLOHEXANEDIMETHANOL",105-08-8,0.13
5395,1999,1768,NONYLPHENOL,25154-52-3,0.18
5396,1999,782,EPSILON-CAPROLACTAM,105-60-2,0.2
5397,1999,1694,MONOMETHYL TEREPHTHALATE,1679-64-7,0.77
5398,1999,252,TRIETHYLENE GLYCOL,112-27-6,12.41
5399,2000,31,ETHYLENE OXIDE,75-21-8,100.0
5400,2001,251,ETHYLENE GLYCOL,107-21-1,5.69
5401,2001,859,DIETHYLENE GLYCOL,111-46-6,15.51
5402,2001,1384,BIS-(2-HYDROXYETHYL) TEREPHTHALATE,959-26-2,64.07
5403,2001,1025,"1,4-CYCLOHEXANEDIMETHANOL",105-08-8,0.13
5404,2001,1768,NONYLPHENOL,25154-52-3,0.18
5405,2001,782,EPSILON-CAPROLACTAM,105-60-2,0.2
5406,2001,1694,MONOMETHYL TEREPHTHALATE,1679-64-7,0.77
5407,2001,252,TRIETHYLENE GLYCOL,112-27-6,12.41
5408,2002,251,ETHYLENE GLYCOL,107-21-1,5.69
5409,2002,859,DIETHYLENE GLYCOL,111-46-6,15.51
5410,2002,1384,BIS-(2-HYDROXYETHYL) TEREPHTHALATE,959-26-2,64.07
5411,2002,1025,"1,4-CYCLOHEXANEDIMETHANOL",105-08-8,0.13
5412,2002,1768,NONYLPHENOL,25154-52-3,0.18
5413,2002,782,EPSILON-CAPROLACTAM,105-60-2,0.2
5414,2002,1694,MONOMETHYL TEREPHTHALATE,1679-64-7,0.77
5415,2002,252,TRIETHYLENE GLYCOL,112-27-6,12.41
5520,2011,99,WATER,7732-18-5,5.21
5521,2011,48,METHANOL,67-56-1,6.61
5522,2011,354,ISOBUTYL ISOBUTYRATE,97-85-8,10.59
5523,2011,1476,DIISOPROPYL KETONE,565-80-0,17.12
5524,2011,251,ETHYLENE GLYCOL,107-21-1,30.25
5525,2011,592,2-(2-METHOXYETHOXY)ETHANOL,111-77-3,4.18
5526,2011,299,"1,4-DIOXANE",123-91-1,2.27
5527,2011,1681,METHYL para-TOLUATE,99-75-2,2.29
5528,2011,207,ACETALDEHYDE,75-07-0,1.04
5529,2011,476,ALPHA-METHYLSTYRENE,98-83-9,2.25
5530,2011,1663,METHYL CAPRYLATE,111-11-5,3.69
5531,2011,180,2-CHLOROETHANOL,107-07-3,0.29
5532,2011,43,2-METHYL-1-PROPANOL,78-83-1,12.32
5533,2012,251,ETHYLENE GLYCOL,107-21-1,1.0
5534,2013,250,ACETIC ACID,64-19-7,100.0
5535,2014,250,ACETIC ACID,64-19-7,100.0
5536,2015,250,ACETIC ACID,64-19-7,100.0
5537,2016,370,FORMIC ACID,64-18-6,2.0
5538,2016,99,WATER,7732-18-5,33.0
5539,2016,326,METHYL FORMATE,107-31-3,62.0
5540,2016,48,METHANOL,67-56-1,3.0
5541,2016,217,DIMETHYL ETHER,115-10-6,1.0
5542,2017,370,FORMIC ACID,64-18-6,2.0
5543,2017,99,WATER,7732-18-5,33.0
5544,2017,326,METHYL FORMATE,107-31-3,62.0
5545,2017,48,METHANOL,67-56-1,3.0
5546,2017,217,DIMETHYL ETHER,115-10-6,1.0
5547,2018,261,BUTANAL,123-72-8,100.0
5548,2019,31,ETHYLENE OXIDE,75-21-8,37.0
5550,2019,70,NITROGEN,7727-37-9,63.0
5551,2020,250,ACETIC ACID,64-19-7,100.0
5552,2021,250,ACETIC ACID,64-19-7,28.0
5553,2021,349,ISOPROPYL ACETATE,108-21-4,62.0
5554,2021,99,WATER,7732-18-5,10.0
5555,2022,275,"1,2-DICHLOROETHANE",107-06-2,100.0
5556,2023,29,ETHANOL,64-17-5,47.2
5557,2023,99,WATER,7732-18-5,6.3
5558,2023,161,ETHYLAMINE,75-04-7,5.6
5559,2023,160,DIETHYLAMINE,109-89-7,39.9
5560,2023,95,TRIETHYLAMINE,121-44-8,1.1
5561,2024,250,ACETIC ACID,64-19-7,75.0
5562,2024,99,WATER,7732-18-5,15.0
5566,2026,34,FORMALDEHYDE,50-00-0,37.0
5567,2026,99,WATER,7732-18-5,63.0
5568,2027,250,ACETIC ACID,64-19-7,0.5
5569,2027,48,METHANOL,67-56-1,0.5
5570,2028,250,ACETIC ACID,64-19-7,0.5
5571,2028,48,METHANOL,67-56-1,0.5
5572,2028,70,NITROGEN,7727-37-9,0.0001
5573,2029,250,ACETIC ACID,64-19-7,0.5
5574,2029,48,METHANOL,67-56-1,0.5
5575,2030,250,ACETIC ACID,64-19-7,0.5
5576,2030,48,METHANOL,67-56-1,0.5
5577,2030,70,NITROGEN,7727-37-9,0.0001
5578,2031,345,ACETIC ANHYDRIDE,108-24-7,2890.94
5584,2031,99,WATER,7732-18-5,14601.27
5585,2031,250,ACETIC ACID,64-19-7,14904.53
5586,2031,70,NITROGEN,7727-37-9,1278.87
5587,2033,345,ACETIC ANHYDRIDE,108-24-7,11.99
5588,2033,99,WATER,7732-18-5,141.79
5589,2033,250,ACETIC ACID,64-19-7,42.56
5590,2033,70,NITROGEN,7727-37-9,1099.55
5591,2034,345,ACETIC ANHYDRIDE,108-24-7,942.36
5592,2034,99,WATER,7732-18-5,15.6
5593,2034,250,ACETIC ACID,64-19-7,340.19
5594,2034,70,NITROGEN,7727-37-9,486.1
5596,2035,99,WATER,7732-18-5,3.0
5597,2036,370,FORMIC ACID,64-18-6,85.0
5598,2036,99,WATER,7732-18-5,15.0
5600,2037,99,WATER,7732-18-5,3.0
5601,2035,1575,FORMAMIDE,75-12-7,997.0
5602,2037,1575,FORMAMIDE,75-12-7,997.0
5603,2038,275,"1,2-DICHLOROETHANE",107-06-2,100.0
5604,2039,105,KETENE,463-51-4,100.0
5606,2042,99,WATER,7732-18-5,3.0
5607,2042,1575,FORMAMIDE,75-12-7,997.0
5608,2043,370,FORMIC ACID,64-18-6,34.9
5609,2043,99,WATER,7732-18-5,65.1
5614,2044,161,ETHYLAMINE,75-04-7,0.25
5615,2044,160,DIETHYLAMINE,109-89-7,0.483
5616,2044,95,TRIETHYLAMINE,121-44-8,0.181
5617,2044,29,ETHANOL,64-17-5,0.086
5618,2045,161,ETHYLAMINE,75-04-7,0.324
5619,2045,160,DIETHYLAMINE,109-89-7,0.291
5620,2045,95,TRIETHYLAMINE,121-44-8,0.115
5621,2045,29,ETHANOL,64-17-5,0.028
5622,2045,99,WATER,7732-18-5,0.242
5623,2046,161,ETHYLAMINE,75-04-7,100.0
5624,2047,161,ETHYLAMINE,75-04-7,0.343
5626,2047,70,NITROGEN,7727-37-9,0.657
5627,2048,96,TRIMETHYLAMINE,75-50-3,100.0
5628,2049,96,TRIMETHYLAMINE,75-50-3,100.0
5629,2050,48,METHANOL,67-56-1,6.0
5630,2050,96,TRIMETHYLAMINE,75-50-3,73.0
5631,2050,99,WATER,7732-18-5,21.0
5632,2051,27,DIMETHYLAMINE,124-40-3,1.0
5633,2052,48,METHANOL,67-56-1,100.0
5634,2053,48,METHANOL,67-56-1,100.0
5635,2054,48,METHANOL,67-56-1,100.0
5636,2055,48,METHANOL,67-56-1,100.0
5637,2056,48,METHANOL,67-56-1,100.0
5638,2057,48,METHANOL,67-56-1,100.0
5639,2058,48,METHANOL,67-56-1,100.0
5640,2059,48,METHANOL,67-56-1,100.0
5641,2060,48,METHANOL,67-56-1,100.0
5644,2063,25,CHLORINE,7782-50-5,100.0
5646,2065,51,METHYLAMINE,74-89-5,100.0
5650,2067,36,HYDROGEN,1333-74-0,1.0
5651,2068,17,AMMONIA,7664-41-7,28.0
5654,2068,99,WATER,7732-18-5,12.0
5657,2070,17,AMMONIA,7664-41-7,28.0
5658,2070,160,DIETHYLAMINE,109-89-7,25.0
5659,2070,95,TRIETHYLAMINE,121-44-8,34.0
5660,2070,99,WATER,7732-18-5,12.0
5661,2068,51,METHYLAMINE,74-89-5,10.0
5662,2068,27,DIMETHYLAMINE,124-40-3,15.0
5663,2068,96,TRIMETHYLAMINE,75-50-3,35.0
5664,2071,51,METHYLAMINE,74-89-5,100.0
5665,2072,99,WATER,7732-18-5,100.0
5668,2075,27,DIMETHYLAMINE,124-40-3,1.0
5670,2076,37,HYDROGEN CHLORIDE,7647-01-0,34.0
5671,2077,24,CARBON MONOXIDE,630-08-0,100.0
5672,2078,51,METHYLAMINE,74-89-5,28.0
5673,2078,31,ETHYLENE OXIDE,75-21-8,7.0
5674,2078,522,METHYLETHANOLAMINE,109-83-1,20.0
5675,2078,952,METHYL DIETHANOLAMINE,105-59-9,45.0
5676,2079,10,ACETONE,67-64-1,0.437092492
5677,2079,474,2-HEPTANONE,110-43-0,0.31080512
5678,2079,99,WATER,7732-18-5,0.184242534
5679,2079,1448,DIAMYL KETONE,927-49-1,0.030531677
5680,2079,310,METHYL ISOBUTYL KETONE,108-10-1,0.030281987
5681,2079,477,DIISOBUTYL KETONE,108-83-8,0.00070738
5682,2079,36,HYDROGEN,1333-74-0,0.000439403
5683,2080,10,ACETONE,67-64-1,0.437092492
5684,2080,474,2-HEPTANONE,110-43-0,0.31080512
5685,2080,99,WATER,7732-18-5,0.184242534
5686,2080,1448,DIAMYL KETONE,927-49-1,0.030531677
5687,2080,310,METHYL ISOBUTYL KETONE,108-10-1,0.030281987
5688,2080,477,DIISOBUTYL KETONE,108-83-8,0.00070738
5690,2081,250,ACETIC ACID,64-19-7,51.4
5691,2081,99,WATER,7732-18-5,20.0
5692,2081,422,PROPIONIC ACID,79-09-4,17.9
5693,2082,24,CARBON MONOXIDE,630-08-0,100.0
5694,2083,17,AMMONIA,7664-41-7,10.0
5695,2076,99,WATER,7732-18-5,66.0
5696,2084,99,WATER,7732-18-5,1320.0
5697,2084,27,DIMETHYLAMINE,124-40-3,800.0
5698,2084,37,HYDROGEN CHLORIDE,7647-01-0,680.0
5701,2086,370,FORMIC ACID,64-18-6,0.995
5702,2086,99,WATER,7732-18-5,0.005
5705,2087,48,METHANOL,67-56-1,100.0
5714,2092,51,METHYLAMINE,74-89-5,100.0
5715,2093,51,METHYLAMINE,74-89-5,100.0
5716,2094,51,METHYLAMINE,74-89-5,100.0
5717,2095,250,ACETIC ACID,64-19-7,30.0
5718,2095,349,ISOPROPYL ACETATE,108-21-4,1.0
5719,2095,99,WATER,7732-18-5,69.0
5720,2096,250,ACETIC ACID,64-19-7,20.0
5721,2096,99,WATER,7732-18-5,77.8
5722,2096,349,ISOPROPYL ACETATE,108-21-4,2.2
5723,2097,17,AMMONIA,7664-41-7,29.7
5724,2097,99,WATER,7732-18-5,70.3
5727,2099,17,AMMONIA,7664-41-7,29.7
5728,2099,99,WATER,7732-18-5,70.3
5730,2100,70,NITROGEN,7727-37-9,28.0
5737,2102,1929,SULFURIC ACID,7664-93-9,30.0
5738,2102,99,WATER,7732-18-5,7.5
5739,2102,422,PROPIONIC ACID,79-09-4,30.0
5740,2102,472,N-BUTYRIC ACID,107-92-6,45.0
5741,2102,250,ACETIC ACID,64-19-7,225.0
5742,2103,250,ACETIC ACID,64-19-7,100.0
5743,2104,422,PROPIONIC ACID,79-09-4,100.0
5744,2100,24,CARBON MONOXIDE,630-08-0,0.12
5745,2100,22,CARBON DIOXIDE,124-38-9,70.0
5746,2100,41,HYDROGEN SULFIDE,7783-06-4,1e-06
5747,2100,48,METHANOL,67-56-1,1.5e-05
5748,2100,38,HYDROGEN CYANIDE,74-90-8,3.5e-05
5749,2100,99,WATER,7732-18-5,1.8
5757,2105,70,NITROGEN,7727-37-9,0.077
5758,2105,36,HYDROGEN,1333-74-0,1.6
5759,2105,24,CARBON MONOXIDE,630-08-0,13.5
5760,2105,22,CARBON DIOXIDE,124-38-9,84.8
5761,2105,118,CARBONYL SULFIDE,463-58-1,0.0015
5762,2105,41,HYDROGEN SULFIDE,7783-06-4,0.0022
5763,2105,253,ARGON,7440-37-1,0.0494
5764,2105,48,METHANOL,67-56-1,0.034
5765,2106,51,METHYLAMINE,74-89-5,100.0
5768,2107,17,AMMONIA,7664-41-7,100.0
5769,2108,422,PROPIONIC ACID,79-09-4,100.0
5770,2109,17,AMMONIA,7664-41-7,100.0
5771,2110,17,AMMONIA,7664-41-7,100.0
5772,2111,46,ISOPROPANOL,67-63-0,100.0
5773,2112,46,ISOPROPANOL,67-63-0,100.0
5774,2113,29,ETHANOL,64-17-5,47.2
5775,2113,99,WATER,7732-18-5,6.3
5776,2113,161,ETHYLAMINE,75-04-7,5.6
5777,2113,160,DIETHYLAMINE,109-89-7,39.9
5778,2113,95,TRIETHYLAMINE,121-44-8,1.1
5779,2114,27,DIMETHYLAMINE,124-40-3,1.0
5782,2116,24,CARBON MONOXIDE,630-08-0,70.0
5783,2116,228,2-METHYLPROPANAL,78-84-2,7.5
5784,2116,227,PROPANAL,123-38-6,7.5
5785,2116,261,BUTANAL,123-72-8,7.5
5786,2116,88,PROPANE,74-98-6,7.5
5787,2117,89,PROPYLENE,115-07-1,100.0
5788,2118,89,PROPYLENE,115-07-1,100.0
5789,2119,17,AMMONIA,7664-41-7,29.7
5790,2119,99,WATER,7732-18-5,70.3
5791,2120,370,FORMIC ACID,64-18-6,1.0
5792,2121,37,HYDROGEN CHLORIDE,7647-01-0,34.0
5793,2121,99,WATER,7732-18-5,66.0
5794,2122,99,WATER,7732-18-5,1320.0
5795,2122,27,DIMETHYLAMINE,124-40-3,800.0
5796,2122,37,HYDROGEN CHLORIDE,7647-01-0,680.0
5798,2124,161,ETHYLAMINE,75-04-7,100.0
5799,2125,161,ETHYLAMINE,75-04-7,100.0
5800,2126,161,ETHYLAMINE,75-04-7,100.0
5806,2128,370,FORMIC ACID,64-18-6,34.0
5807,2128,99,WATER,7732-18-5,66.0
5808,2129,31,ETHYLENE OXIDE,75-21-8,100.0
5809,2130,31,ETHYLENE OXIDE,75-21-8,100.0
5810,2131,31,ETHYLENE OXIDE,75-21-8,100.0
5814,2134,31,ETHYLENE OXIDE,75-21-8,100.0
5815,2135,31,ETHYLENE OXIDE,75-21-8,100.0
5816,2136,31,ETHYLENE OXIDE,75-21-8,100.0
5817,2137,31,ETHYLENE OXIDE,75-21-8,100.0
5818,2138,31,ETHYLENE OXIDE,75-21-8,0.338
5819,2138,70,NITROGEN,7727-37-9,0.662
5820,2139,250,ACETIC ACID,64-19-7,1.7
5821,2139,99,WATER,7732-18-5,10.4
5822,2139,422,PROPIONIC ACID,79-09-4,87.5
5823,2139,227,PROPANAL,123-38-6,0.4
5827,2142,51,METHYLAMINE,74-89-5,100.0
5828,2144,250,ACETIC ACID,64-19-7,1.7
5829,2144,99,WATER,7732-18-5,10.4
5830,2144,422,PROPIONIC ACID,79-09-4,87.5
5831,2144,227,PROPANAL,123-38-6,0.4
5832,2143,18,BENZENE,71-43-2,1.0
5833,2145,250,ACETIC ACID,64-19-7,34.0
5834,2145,99,WATER,7732-18-5,6.5
5835,2145,396,N-PROPYL ACETATE,109-60-4,58.0
5836,2145,381,1-PROPANOL,71-23-8,1.0
5837,2146,99,WATER,7732-18-5,4.0
5838,2146,396,N-PROPYL ACETATE,109-60-4,93.2
5839,2146,381,1-PROPANOL,71-23-8,6.6
5840,2147,250,ACETIC ACID,64-19-7,34.0
5841,2147,99,WATER,7732-18-5,6.5
5842,2147,396,N-PROPYL ACETATE,109-60-4,1.0
5843,2147,381,1-PROPANOL,71-23-8,58.0
5846,2148,396,N-PROPYL ACETATE,109-60-4,100.0
5848,2150,129,N-PENTYLAMINE,110-58-7,100.0
5849,2151,367,2-PENTANONE,107-87-9,100.0
5851,2152,310,METHYL ISOBUTYL KETONE,108-10-1,100.0
5853,2153,323,5-METHYL-2-HEXANONE,110-12-3,100.0
5854,2149,367,2-PENTANONE,107-87-9,100.0
5856,2154,306,DIAMYLAMINE,2050-92-2,100.0
5859,2155,155,DIISOBUTYLAMINE,110-96-3,100.0
5860,2156,370,FORMIC ACID,64-18-6,83.5
5861,2156,99,WATER,7732-18-5,16.5
5862,2157,51,METHYLAMINE,74-89-5,100.0
5864,2158,22,CARBON DIOXIDE,124-38-9,8.0
5865,2158,41,HYDROGEN SULFIDE,7783-06-4,0.84
5866,2158,118,CARBONYL SULFIDE,463-58-1,0.02
5867,2158,48,METHANOL,67-56-1,91.12
5868,2158,99,WATER,7732-18-5,0.03
5870,2159,31,ETHYLENE OXIDE,75-21-8,100.0
5871,2160,31,ETHYLENE OXIDE,75-21-8,100.0
5872,2161,31,ETHYLENE OXIDE,75-21-8,0.929
5874,2161,27,DIMETHYLAMINE,124-40-3,0.071
5875,2162,31,ETHYLENE OXIDE,75-21-8,0.931
5877,2162,51,METHYLAMINE,74-89-5,0.069
5878,2163,31,ETHYLENE OXIDE,75-21-8,0.918
5881,2163,29,ETHANOL,64-17-5,0.082
5882,2164,31,ETHYLENE OXIDE,75-21-8,0.916
5885,2164,14,ACRYLONITRILE,107-13-1,0.084
5886,2165,31,ETHYLENE OXIDE,75-21-8,100.0
5887,2166,31,ETHYLENE OXIDE,75-21-8,0.338
5888,2166,70,NITROGEN,7727-37-9,0.662
5892,2167,31,ETHYLENE OXIDE,75-21-8,100.0
5893,2168,31,ETHYLENE OXIDE,75-21-8,0.338
5894,2168,70,NITROGEN,7727-37-9,0.662
5895,2169,31,ETHYLENE OXIDE,75-21-8,100.0
5896,2170,31,ETHYLENE OXIDE,75-21-8,100.0
5897,2171,31,ETHYLENE OXIDE,75-21-8,100.0
5898,2172,31,ETHYLENE OXIDE,75-21-8,0.244
5899,2172,70,NITROGEN,7727-37-9,0.756
5901,2174,51,METHYLAMINE,74-89-5,100.0
5902,2175,51,METHYLAMINE,74-89-5,100.0
5903,2176,31,ETHYLENE OXIDE,75-21-8,0.338
5904,2176,70,NITROGEN,7727-37-9,0.662
5905,2177,227,PROPANAL,123-38-6,100.0
5906,2178,31,ETHYLENE OXIDE,75-21-8,100.0
5907,2179,31,ETHYLENE OXIDE,75-21-8,0.313
5908,2179,27,DIMETHYLAMINE,124-40-3,0.687
5909,2180,27,DIMETHYLAMINE,124-40-3,1.0
5910,2181,27,DIMETHYLAMINE,124-40-3,1.0
5911,2182,17,AMMONIA,7664-41-7,100.0
5912,2183,47,METHANE,74-82-8,1.0
5913,2184,17,AMMONIA,7664-41-7,100.0
5914,2185,31,ETHYLENE OXIDE,75-21-8,1.0
5917,2187,51,METHYLAMINE,74-89-5,100.0
5918,2188,51,METHYLAMINE,74-89-5,100.0
5919,2189,51,METHYLAMINE,74-89-5,100.0
5920,2190,51,METHYLAMINE,74-89-5,100.0
5929,2196,31,ETHYLENE OXIDE,75-21-8,0.244
5930,2196,70,NITROGEN,7727-37-9,0.756
5931,2197,31,ETHYLENE OXIDE,75-21-8,0.102
5932,2197,70,NITROGEN,7727-37-9,0.898
5933,2198,31,ETHYLENE OXIDE,75-21-8,0.102
5934,2198,70,NITROGEN,7727-37-9,0.898
5935,2199,31,ETHYLENE OXIDE,75-21-8,0.338
5936,2199,70,NITROGEN,7727-37-9,0.662
5937,2200,31,ETHYLENE OXIDE,75-21-8,0.338
5938,2200,70,NITROGEN,7727-37-9,0.662
5939,2201,31,ETHYLENE OXIDE,75-21-8,0.244
5940,2201,70,NITROGEN,7727-37-9,0.756
5941,2202,31,ETHYLENE OXIDE,75-21-8,0.244
5942,2202,70,NITROGEN,7727-37-9,0.756
5945,2203,27,DIMETHYLAMINE,124-40-3,1.0
5958,2211,31,ETHYLENE OXIDE,75-21-8,100.0
5959,2212,31,ETHYLENE OXIDE,75-21-8,100.0
5960,2213,261,BUTANAL,123-72-8,100.0
5961,2214,31,ETHYLENE OXIDE,75-21-8,100.0
5962,2215,31,ETHYLENE OXIDE,75-21-8,100.0
5963,2216,31,ETHYLENE OXIDE,75-21-8,100.0
5964,2217,31,ETHYLENE OXIDE,75-21-8,100.0
5966,2219,31,ETHYLENE OXIDE,75-21-8,100.0
5967,2220,31,ETHYLENE OXIDE,75-21-8,100.0
5968,2221,31,ETHYLENE OXIDE,75-21-8,0.338
5969,2221,70,NITROGEN,7727-37-9,0.662
5970,2222,31,ETHYLENE OXIDE,75-21-8,100.0
5972,2223,31,ETHYLENE OXIDE,75-21-8,100.0
5973,2224,31,ETHYLENE OXIDE,75-21-8,0.338
5974,2224,70,NITROGEN,7727-37-9,0.662
5975,2225,41,HYDROGEN SULFIDE,7783-06-4,100.0
5976,2226,216,N-BUTYLAMINE,109-73-9,100.0
5977,2227,48,METHANOL,67-56-1,100.0
5978,2228,29,ETHANOL,64-17-5,50.0
5979,2228,338,ETHYL ACETATE,141-78-6,50.0
5980,2229,27,DIMETHYLAMINE,124-40-3,1.0
5982,2231,29,ETHANOL,64-17-5,100.0
5983,2232,27,DIMETHYLAMINE,124-40-3,1.0
5984,2233,31,ETHYLENE OXIDE,75-21-8,1.0
5986,2234,261,BUTANAL,123-72-8,100.0
5988,2235,349,ISOPROPYL ACETATE,108-21-4,62.0
5989,2235,250,ACETIC ACID,64-19-7,28.0
5990,2235,99,WATER,7732-18-5,10.0
5991,2236,17,AMMONIA,7664-41-7,100.0
5992,2237,161,ETHYLAMINE,75-04-7,100.0
5995,2238,22,CARBON DIOXIDE,124-38-9,72.3
5998,2238,48,METHANOL,67-56-1,26.7
6000,2239,22,CARBON DIOXIDE,124-38-9,72.3
6001,2239,48,METHANOL,67-56-1,26.7
6002,2239,41,HYDROGEN SULFIDE,7783-06-4,1.32
6003,2240,70,NITROGEN,7727-37-9,0.01
6004,2240,24,CARBON MONOXIDE,630-08-0,0.08
6005,2240,22,CARBON DIOXIDE,124-38-9,16.32
6006,2240,41,HYDROGEN SULFIDE,7783-06-4,1.32
6007,2240,118,CARBONYL SULFIDE,463-58-1,0.03
6008,2240,48,METHANOL,67-56-1,82.2
6009,2240,99,WATER,7732-18-5,0.05
6011,2241,99,WATER,7732-18-5,99.0
6013,2242,99,WATER,7732-18-5,99.0
6014,2242,37,HYDROGEN CHLORIDE,7647-01-0,1.0
6020,2245,367,2-PENTANONE,107-87-9,100.0
6021,2246,367,2-PENTANONE,107-87-9,100.0
6022,2247,310,METHYL ISOBUTYL KETONE,108-10-1,100.0
6023,2248,323,5-METHYL-2-HEXANONE,110-12-3,100.0
6024,2249,1484,"DIMETHYL-1,4-CYCLOHEXANEDICARBOXYLATE",94-60-0,99.8
6025,2249,48,METHANOL,67-56-1,0.2
6027,2250,27,DIMETHYLAMINE,124-40-3,100.0
6028,2251,51,METHYLAMINE,74-89-5,23.0
6031,2252,367,2-PENTANONE,107-87-9,22.0
6032,2252,310,METHYL ISOBUTYL KETONE,108-10-1,78.0
6033,2253,34,FORMALDEHYDE,50-00-0,25.0
6034,2253,99,WATER,7732-18-5,75.0
6035,2254,17,AMMONIA,7664-41-7,100.0
6036,2255,161,ETHYLAMINE,75-04-7,100.0
6046,2257,250,ACETIC ACID,64-19-7,100.0
6047,2256,250,ACETIC ACID,64-19-7,100.0
6048,2258,24,CARBON MONOXIDE,630-08-0,0.006
6049,2258,22,CARBON DIOXIDE,124-38-9,0.003
6050,2258,36,HYDROGEN,1333-74-0,0.992
6051,2259,29,ETHANOL,64-17-5,10.0
6052,2259,1924,SUCROSE ACETATE ISOBUTYRATE,126-13-6,90.0
6057,2261,27,DIMETHYLAMINE,124-40-3,100.0
6059,2262,96,TRIMETHYLAMINE,75-50-3,100.0
6061,2263,51,METHYLAMINE,74-89-5,50.0
6062,2263,99,WATER,7732-18-5,50.0
6064,2264,99,WATER,7732-18-5,50.0
6065,2264,27,DIMETHYLAMINE,124-40-3,50.0
6066,2265,99,WATER,7732-18-5,50.0
6068,2265,96,TRIMETHYLAMINE,75-50-3,50.0
6073,2266,27,DIMETHYLAMINE,124-40-3,100.0
6076,2267,17,AMMONIA,7664-41-7,100.0
6078,2268,48,METHANOL,67-56-1,100.0
6079,2269,29,ETHANOL,64-17-5,10.0
6080,2269,1924,SUCROSE ACETATE ISOBUTYRATE,126-13-6,90.0
6081,2270,29,ETHANOL,64-17-5,10.0
6082,2270,1924,SUCROSE ACETATE ISOBUTYRATE,126-13-6,90.0
6085,2272,29,ETHANOL,64-17-5,10.0
6086,2272,1924,SUCROSE ACETATE ISOBUTYRATE,126-13-6,90.0
6089,2274,51,METHYLAMINE,74-89-5,100.0
6090,2275,17,AMMONIA,7664-41-7,100.0
6091,2276,51,METHYLAMINE,74-89-5,25.0
6092,2276,99,WATER,7732-18-5,75.0
6095,2278,29,ETHANOL,64-17-5,10.0
6096,2278,1924,SUCROSE ACETATE ISOBUTYRATE,126-13-6,90.0
6097,2279,29,ETHANOL,64-17-5,10.0
6098,2279,1924,SUCROSE ACETATE ISOBUTYRATE,126-13-6,90.0
6099,2280,27,DIMETHYLAMINE,124-40-3,100.0
6101,2282,250,ACETIC ACID,64-19-7,100.0
6103,2283,27,DIMETHYLAMINE,124-40-3,100.0
6105,2285,27,DIMETHYLAMINE,124-40-3,100.0
6106,2286,27,DIMETHYLAMINE,124-40-3,100.0
6107,2287,27,DIMETHYLAMINE,124-40-3,100.0
6108,2288,34,FORMALDEHYDE,50-00-0,37.0
6109,2288,48,METHANOL,67-56-1,7.0
6110,2288,99,WATER,7732-18-5,56.0
6112,2290,51,METHYLAMINE,74-89-5,100.0
6113,2291,34,FORMALDEHYDE,50-00-0,37.0
6114,2291,48,METHANOL,67-56-1,7.0
6115,2291,99,WATER,7732-18-5,56.0
6116,2292,51,METHYLAMINE,74-89-5,100.0
6117,2293,183,ISOPROPYLAMINE,75-31-0,0.264
6118,2293,15,AIR,132259-10-0,0.736
6119,2294,183,ISOPROPYLAMINE,75-31-0,1.0
6121,2295,183,ISOPROPYLAMINE,75-31-0,1.0
6122,2296,1781,n-PROPYL PROPIONATE,106-36-5,1.0
6123,2297,47,METHANE,74-82-8,100.0
6124,2298,183,ISOPROPYLAMINE,75-31-0,1.0
6140,2311,51,METHYLAMINE,74-89-5,60.0
6142,2312,27,DIMETHYLAMINE,124-40-3,100.0
6144,2313,96,TRIMETHYLAMINE,75-50-3,100.0
6146,2314,51,METHYLAMINE,74-89-5,50.0
6147,2314,99,WATER,7732-18-5,50.0
6149,2315,99,WATER,7732-18-5,50.0
6150,2315,27,DIMETHYLAMINE,124-40-3,50.0
6151,2316,51,METHYLAMINE,74-89-5,0.576
6152,2316,70,NITROGEN,7727-37-9,0.424
6153,2317,99,WATER,7732-18-5,50.0
6155,2317,96,TRIMETHYLAMINE,75-50-3,50.0
6158,2318,17,AMMONIA,7664-41-7,100.0
6160,2319,48,METHANOL,67-56-1,100.0
6161,2320,48,METHANOL,67-56-1,60.0
6162,2320,1156,"2,6-DIETHYLANILINE",579-66-8,40.0
6163,2321,10,ACETONE,67-64-1,100.0
6164,2322,250,ACETIC ACID,64-19-7,10.0
6165,2322,99,WATER,7732-18-5,90.0
